AQI Category,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
1,48,1,38,1,48
1,48,1,38,1,48
1,48,1,38,1,48
1,48,1,38,1,48
0,56,1,34,1,56
0,56,1,34,1,56
0,56,1,34,1,56
0,56,1,34,1,56
2,171,4,101,4,171
0,90,2,14,1,90
0,68,1,45,1,68
0,74,1,74,1,37
2,162,2,14,9,162
0,78,2,17,4,78
0,75,1,67,0,75
0,55,1,43,1,55
0,59,1,59,0,57
0,67,1,39,7,67
0,54,1,39,5,54
1,48,1,35,0,48
0,59,1,39,0,59
0,57,1,24,3,57
0,73,2,20,6,73
0,73,2,20,6,73
0,59,2,35,8,59
0,60,1,44,0,60
0,70,1,38,5,70
4,112,2,112,0,76
0,55,2,13,12,55
0,80,1,36,2,80
4,137,4,11,10,137
1,35,1,35,0,21
1,32,0,32,0,24
0,78,1,22,0,78
2,158,3,146,0,158
1,42,1,19,0,42
0,51,1,19,14,51
3,216,21,105,7,216
1,34,1,34,3,21
0,60,1,48,2,60
0,71,0,23,1,71
1,32,1,32,0,10
1,35,1,35,0,18
1,50,1,49,0,50
0,78,2,18,1,78
1,38,1,38,1,35
0,63,2,38,9,63
2,154,4,13,25,154
1,45,1,29,5,45
0,65,1,56,0,65
1,42,1,42,0,25
1,36,1,36,0,13
0,54,1,40,1,54
0,70,0,30,0,70
0,72,1,72,3,39
0,57,1,27,1,57
0,54,1,35,3,54
0,55,1,51,1,55
1,39,2,27,6,39
4,109,2,23,5,109
1,46,2,26,6,46
2,169,6,3,20,169
4,132,3,16,6,132
1,34,1,18,0,34
1,31,1,21,3,31
1,37,0,37,0,15
1,37,0,37,0,15
0,86,1,44,0,86
0,58,1,46,0,58
1,37,1,35,1,37
0,63,1,63,2,30
0,52,1,45,1,52
0,55,1,21,0,55
4,131,3,12,28,131
1,40,1,17,1,40
0,76,2,76,2,38
0,60,1,28,0,60
0,60,1,28,0,60
0,60,1,28,0,60
1,23,1,23,1,17
1,44,1,44,0,38
2,169,1,30,2,169
2,169,1,30,2,169
1,49,1,49,3,49
1,36,1,36,0,20
1,41,0,41,0,20
0,89,1,13,3,89
0,64,1,38,5,64
1,50,1,24,0,50
1,50,1,24,0,50
1,21,0,21,1,19
1,38,1,25,0,38
1,38,1,25,0,38
1,38,1,25,0,38
0,54,1,24,9,54
0,54,1,24,9,54
0,74,1,74,1,27
0,60,1,25,11,60
0,53,1,29,8,53
0,62,1,62,3,41
0,57,1,12,13,57
0,56,1,33,3,56
1,33,0,33,1,27
2,187,0,34,0,187
1,29,1,12,2,29
0,63,1,23,0,63
0,63,1,23,0,63
0,56,1,27,0,56
1,41,0,22,2,41
0,56,1,33,0,56
1,50,1,50,1,22
1,46,1,46,2,26
0,51,1,27,12,51
0,58,1,27,12,58
3,202,16,1,8,202
1,42,0,42,0,23
0,62,1,36,3,62
1,23,0,15,0,23
1,23,0,15,0,23
1,23,0,15,0,23
1,45,1,23,2,45
1,42,1,42,1,32
1,25,1,25,0,17
1,35,1,27,3,35
1,37,1,37,0,26
3,213,11,8,11,213
0,63,1,42,4,63
1,29,1,11,0,29
1,25,1,25,4,22
1,45,1,37,7,45
1,28,0,17,0,28
0,55,2,6,2,55
0,51,1,51,1,35
2,153,1,36,0,153
1,29,1,29,3,9
1,28,1,28,1,12
1,32,1,32,1,32
1,40,1,40,1,23
1,33,1,27,2,33
0,68,2,18,15,68
0,54,1,30,5,54
1,28,1,23,6,28
1,32,0,32,0,10
0,60,1,20,3,60
1,49,1,49,2,26
0,85,3,19,1,85
1,32,0,28,1,32
0,55,1,41,2,55
2,164,8,16,6,164
2,151,5,88,7,151
1,39,1,39,0,14
2,163,7,0,20,163
0,60,2,18,0,60
1,19,0,12,1,19
1,19,0,19,0,13
0,79,2,67,1,79
1,33,1,33,1,24
1,36,0,17,7,36
1,41,1,41,2,16
1,50,1,26,1,50
0,58,1,10,15,58
1,39,0,38,1,39
1,47,1,24,3,47
0,57,1,37,1,57
1,42,1,40,6,42
1,32,1,32,2,21
2,196,1,94,1,196
1,34,0,25,3,34
0,56,1,38,0,56
1,44,1,30,8,44
1,44,1,30,8,44
1,44,1,30,8,44
1,44,1,30,8,44
0,65,1,43,0,65
5,324,1,51,1,264
0,62,1,45,3,62
1,41,1,21,5,41
1,41,1,21,5,41
1,37,1,24,3,37
1,31,0,31,1,27
0,74,2,10,0,74
1,35,2,17,0,35
2,157,5,23,1,157
1,40,1,26,5,40
1,41,1,17,2,41
1,40,1,40,2,29
1,18,0,13,1,18
1,33,1,11,1,33
1,47,0,22,0,47
0,51,0,21,0,51
0,55,1,14,12,55
1,41,1,10,13,41
1,38,1,23,3,38
0,55,2,14,11,55
0,70,2,15,7,70
1,34,0,34,0,19
1,21,0,21,0,17
0,52,1,32,5,52
1,34,1,34,0,17
1,32,1,32,0,14
1,35,1,16,0,35
0,56,1,16,10,56
1,25,1,25,0,25
0,70,2,35,6,70
0,62,1,26,3,62
1,29,1,29,3,18
1,29,1,29,3,18
1,38,1,23,9,38
0,51,1,14,4,51
0,51,1,14,4,51
4,113,1,15,2,113
2,155,6,0,6,155
3,216,1,43,0,216
1,39,1,39,1,38
1,39,1,22,6,39
1,39,1,22,6,39
1,32,1,32,0,29
1,34,1,13,6,34
2,196,1,37,0,196
1,22,0,22,0,16
0,54,1,27,2,54
0,52,1,26,13,52
1,30,0,30,0,17
0,58,1,16,9,58
1,31,1,26,2,31
0,84,1,37,4,84
0,84,1,37,4,84
0,84,1,37,4,84
0,51,1,23,6,51
5,500,1,43,2,487
0,51,2,29,3,51
1,36,0,16,2,36
2,153,1,38,0,153
2,153,1,38,0,153
0,79,2,18,8,79
1,45,1,34,5,45
0,64,2,16,14,64
1,16,0,11,0,16
0,54,0,26,0,54
0,51,1,21,2,51
0,52,1,31,2,52
0,67,1,40,0,67
0,63,1,28,0,63
0,64,0,41,0,64
0,67,1,67,1,43
0,58,2,12,15,58
1,40,0,28,2,40
1,40,1,21,5,40
1,27,1,27,0,15
0,87,1,41,3,87
1,35,1,33,0,35
0,68,2,30,12,68
1,41,1,36,0,41
1,40,1,40,0,27
1,16,0,15,7,16
0,67,3,42,5,67
0,59,2,26,6,59
1,34,1,32,3,34
0,53,2,36,8,53
1,26,0,26,0,23
0,61,3,35,2,61
0,64,1,23,3,64
1,42,1,35,2,42
0,92,3,11,31,92
0,56,1,14,2,56
1,39,1,30,3,39
0,66,1,36,1,66
1,42,1,42,0,14
0,91,1,91,0,72
1,37,1,37,0,26
1,50,1,10,0,50
2,163,4,8,8,163
2,163,4,8,8,163
2,163,4,8,8,163
1,36,1,18,2,36
1,48,2,42,6,48
1,23,0,23,0,18
1,42,1,17,0,42
0,55,2,36,10,55
0,57,1,20,0,57
4,109,3,9,11,109
1,41,1,30,5,41
0,73,1,9,13,73
1,46,1,30,3,46
4,100,1,35,5,100
1,36,1,36,2,22
2,150,4,8,3,150
0,67,1,22,18,67
0,66,1,24,5,66
1,38,1,2,2,38
1,38,1,2,2,38
1,37,1,22,4,37
1,31,1,24,3,31
1,37,0,29,1,37
2,164,4,164,4,149
0,56,1,56,1,38
0,78,1,35,1,78
0,53,1,33,6,53
1,44,1,27,4,44
1,43,1,25,4,43
0,69,1,39,1,69
0,84,1,33,3,84
0,84,1,33,3,84
0,52,1,33,2,52
1,46,1,22,13,46
1,38,1,23,9,38
0,97,3,75,4,97
0,99,3,10,30,99
0,95,1,36,0,95
4,113,1,27,3,113
1,50,1,28,3,50
0,53,1,53,1,29
1,33,1,33,1,18
0,54,1,27,1,54
4,110,2,30,7,110
1,32,1,32,0,27
1,44,0,37,1,44
1,41,0,34,0,41
1,38,1,38,0,13
1,45,1,34,0,45
4,132,3,103,1,132
1,42,1,42,0,26
1,27,1,17,0,27
1,45,1,32,4,45
1,29,1,29,2,14
1,45,1,45,3,33
0,88,1,38,1,88
2,158,6,0,20,158
0,56,1,35,3,56
0,63,1,23,1,63
0,52,1,48,0,52
2,175,5,71,8,175
0,54,1,47,1,54
0,57,1,39,7,57
1,50,1,38,2,50
1,38,0,38,0,34
0,71,1,60,1,71
0,75,1,32,1,75
1,29,0,21,0,29
0,52,1,38,0,52
0,78,1,27,17,78
2,161,3,41,6,161
1,33,1,33,0,12
0,54,1,17,0,54
1,39,1,30,0,39
1,29,0,22,0,29
0,58,1,33,2,58
1,36,1,33,2,36
1,32,0,22,0,32
0,71,2,43,4,71
1,41,1,41,0,33
4,108,1,20,2,108
1,23,0,12,1,23
0,75,2,20,6,75
1,29,1,29,1,12
1,50,1,16,0,50
0,81,1,14,0,81
0,81,1,14,0,81
0,81,1,14,0,81
0,81,1,14,0,81
0,81,1,14,0,81
1,49,1,21,14,49
1,49,1,21,14,49
1,17,0,16,0,17
0,81,2,8,33,81
1,30,1,30,3,30
0,54,1,34,4,54
1,48,1,38,0,48
1,37,1,14,0,37
1,34,1,34,2,34
0,64,2,27,7,64
1,32,1,32,2,29
1,48,1,41,2,48
0,55,1,14,2,55
1,37,1,32,3,37
2,171,4,171,4,141
0,73,2,3,7,73
1,37,1,37,1,21
0,54,1,23,1,54
1,30,0,22,2,30
0,61,1,13,1,61
1,32,1,32,0,13
1,29,1,28,4,29
1,41,1,30,2,41
1,41,1,30,2,41
0,94,3,11,34,94
0,53,1,33,5,53
0,53,1,33,5,53
1,45,1,41,10,45
1,45,1,41,10,45
1,45,1,41,10,45
1,45,1,41,10,45
1,45,1,41,10,45
1,45,1,41,10,45
0,73,1,28,11,73
1,44,1,27,7,44
1,14,1,14,0,13
1,35,0,34,1,35
1,38,1,33,2,38
0,63,1,29,1,63
0,69,1,12,13,69
0,61,2,15,19,61
2,166,3,166,1,140
3,205,5,205,4,151
2,156,2,132,1,156
0,87,1,40,2,87
1,49,1,22,9,49
1,38,2,12,1,38
1,35,0,35,0,17
0,95,1,54,0,95
1,42,1,29,4,42
1,45,1,45,0,6
1,39,1,39,0,27
0,64,1,23,1,64
0,64,1,23,1,64
0,52,2,12,15,52
4,121,0,62,0,121
4,121,0,62,0,121
0,58,2,30,13,58
1,37,1,16,0,37
1,42,1,42,1,19
1,36,1,36,1,12
0,56,1,14,0,56
1,46,1,19,0,46
1,19,0,16,0,19
1,35,1,30,3,35
1,45,1,10,1,45
1,46,1,32,9,46
1,46,1,32,9,46
0,65,2,26,4,65
0,65,2,26,4,65
1,38,1,29,3,38
1,29,0,29,2,29
1,35,0,31,1,35
1,44,1,44,1,29
1,44,1,30,1,44
1,43,1,30,11,43
0,79,2,9,0,79
0,54,1,18,0,54
1,20,0,20,0,9
0,53,1,27,6,53
0,54,1,36,5,54
0,60,1,25,9,60
1,33,1,12,0,33
1,29,0,25,0,29
0,55,3,55,0,53
2,183,4,4,10,183
0,75,1,21,5,75
0,75,1,21,5,75
0,75,1,21,5,75
1,21,0,12,1,21
1,33,1,33,0,18
1,30,1,22,3,30
0,63,2,3,6,63
0,63,2,3,6,63
1,49,1,8,6,49
1,40,2,23,0,40
0,77,2,11,3,77
0,52,2,23,8,52
0,52,2,23,8,52
0,68,2,4,3,68
1,39,1,39,0,10
0,54,1,38,1,54
1,33,1,33,3,20
0,68,1,25,4,68
0,64,1,20,3,64
4,148,2,148,5,100
2,177,1,36,0,177
4,105,2,90,0,105
1,28,1,25,5,28
0,86,1,40,2,86
0,70,1,34,1,70
0,58,1,19,1,58
0,58,1,19,1,58
4,111,2,13,6,111
4,132,1,24,0,132
0,63,1,20,4,63
2,193,1,47,0,193
3,205,5,205,4,171
1,49,1,41,0,49
0,76,1,17,5,76
2,167,3,167,1,124
4,138,2,138,2,79
1,37,1,37,1,11
0,57,2,30,3,57
1,49,1,49,0,25
4,122,4,4,36,122
4,122,4,4,36,122
4,122,4,4,36,122
1,49,1,35,2,49
1,32,1,32,3,22
4,128,2,128,4,122
4,128,2,128,4,122
0,60,2,25,11,60
1,34,0,22,0,34
1,46,2,28,0,46
1,46,2,28,0,46
1,44,1,24,1,44
3,209,4,4,14,209
0,71,1,38,1,71
0,51,1,18,1,51
1,33,1,33,0,26
0,67,1,32,2,67
0,61,1,19,3,61
1,31,1,26,5,31
0,54,1,37,0,54
0,64,2,10,3,64
0,64,2,10,3,64
0,64,2,10,3,64
2,188,4,188,5,136
0,55,1,44,0,55
1,39,1,39,0,20
0,63,1,20,7,63
1,22,0,22,0,15
5,500,49,1,30,500
0,55,1,43,0,55
1,30,0,30,2,26
0,85,1,14,11,85
1,35,0,35,1,26
1,39,1,38,2,39
1,39,1,38,2,39
1,26,1,20,8,26
1,26,1,14,0,26
1,18,1,14,0,18
1,43,1,43,1,19
0,65,3,15,0,65
0,65,1,23,15,65
1,36,0,31,0,36
4,101,2,101,1,100
0,71,1,26,1,71
1,39,1,22,5,39
0,51,1,49,1,51
0,72,2,6,1,72
1,36,0,27,2,36
1,32,0,32,1,31
1,39,1,24,0,39
0,80,3,69,1,80
0,52,2,1,2,52
0,60,0,22,0,60
1,30,1,30,0,25
4,108,4,5,14,108
1,31,1,21,1,31
4,116,4,9,31,116
1,43,1,43,2,42
1,27,0,14,0,27
0,82,3,7,10,82
0,70,2,0,8,70
4,100,2,19,10,100
4,100,2,19,10,100
1,22,0,22,0,11
0,81,2,11,7,81
1,28,1,28,1,28
0,57,1,28,6,57
1,32,1,32,2,32
0,64,1,35,3,64
1,48,1,25,5,48
2,169,5,115,5,169
4,110,1,17,3,110
4,110,1,17,3,110
0,52,2,3,12,52
0,52,2,3,12,52
0,52,2,3,12,52
0,52,2,3,12,52
0,52,2,3,12,52
0,52,2,3,12,52
0,52,2,3,12,52
0,52,2,3,12,52
0,52,2,3,12,52
0,52,2,3,12,52
0,52,2,3,12,52
0,52,2,3,12,52
0,65,2,11,6,65
0,65,2,11,6,65
1,32,1,32,0,16
0,84,1,13,13,84
0,82,1,35,1,82
0,82,1,38,1,82
0,53,1,43,0,53
1,33,1,33,2,33
1,41,1,28,4,41
1,41,1,28,4,41
1,36,1,7,2,36
1,20,1,11,1,20
4,141,4,3,37,141
4,141,4,3,37,141
0,67,1,45,0,67
4,117,4,1,8,117
2,198,2,128,1,198
1,33,1,33,3,33
1,36,1,36,0,33
0,51,1,39,0,51
1,31,1,27,3,31
2,152,5,12,15,152
0,66,3,4,11,66
0,66,3,4,11,66
0,66,3,4,11,66
1,46,1,46,0,39
1,32,1,32,2,26
0,80,5,35,2,80
0,62,1,46,2,62
1,46,1,19,4,46
1,29,0,22,0,29
2,174,4,174,10,154
1,37,1,36,0,37
1,33,1,33,0,19
0,75,2,41,10,75
1,45,1,31,7,45
1,45,1,31,7,45
1,35,1,28,1,35
1,46,1,28,1,46
1,46,1,28,1,46
1,50,1,22,0,50
1,29,0,29,1,25
1,38,0,38,0,21
0,82,2,7,30,82
1,41,1,23,0,41
1,37,1,37,1,24
1,33,0,21,1,33
1,33,0,21,1,33
0,54,2,12,17,54
0,51,1,43,0,51
0,60,1,42,6,60
0,65,2,12,0,65
0,61,1,30,3,61
0,73,1,27,4,73
0,73,1,27,4,73
1,35,0,35,0,18
1,36,1,36,1,31
1,36,1,36,1,31
1,36,1,36,1,31
1,36,1,36,1,31
1,36,1,36,1,31
1,36,1,36,1,31
0,56,1,22,0,56
1,36,1,36,2,30
1,28,1,28,1,12
1,34,1,30,1,34
0,55,1,55,0,27
3,214,4,214,7,175
0,75,1,13,0,75
0,71,1,5,7,71
1,36,1,36,5,31
0,55,1,38,1,55
0,60,1,38,1,60
1,35,1,26,2,35
1,36,1,25,0,36
1,35,1,19,1,35
0,60,1,41,0,60
1,48,1,20,1,48
4,108,4,4,19,108
1,32,1,32,1,13
0,71,2,36,6,71
1,21,0,19,0,21
0,63,1,30,3,63
2,180,2,22,1,180
0,55,1,21,8,55
0,73,1,14,4,73
0,73,1,14,4,73
1,44,1,44,0,15
1,34,1,34,0,24
0,92,2,29,4,92
1,26,0,26,0,25
1,43,1,42,2,43
0,98,3,19,22,98
0,98,3,19,22,98
0,98,3,19,22,98
0,98,3,19,22,98
0,98,3,19,22,98
0,56,1,39,1,56
0,60,1,60,0,50
0,79,1,73,2,79
0,53,1,46,0,53
4,102,1,31,0,102
1,40,1,40,0,21
1,47,1,47,1,20
1,47,1,47,1,20
1,47,1,47,1,20
1,47,1,47,1,20
1,47,1,47,1,20
1,41,1,41,1,19
1,41,1,41,1,19
1,40,1,40,0,39
0,99,4,20,14,99
1,47,1,47,0,30
0,56,1,48,0,56
0,60,1,59,0,60
1,37,1,37,1,13
0,59,1,38,3,59
1,43,1,37,1,43
0,76,1,35,2,76
1,50,1,30,3,50
1,34,1,20,0,34
4,109,4,4,29,109
4,109,4,4,29,109
4,111,3,7,7,111
1,42,1,34,7,42
1,31,1,11,1,31
0,61,1,46,4,61
1,31,0,22,0,31
1,41,1,4,2,41
0,66,2,32,11,66
0,60,1,32,2,60
0,60,1,32,2,60
1,25,0,17,1,25
1,49,1,7,1,49
2,156,5,15,15,156
0,61,2,22,12,61
0,71,1,42,0,71
1,31,1,18,0,31
1,32,1,32,0,6
0,89,1,16,0,89
0,55,1,37,3,55
0,63,1,29,2,63
0,64,1,33,4,64
0,51,1,31,4,51
0,59,1,18,0,59
0,68,1,37,3,68
1,43,1,19,0,43
1,37,1,37,0,37
0,59,1,24,0,59
1,49,1,46,1,49
1,40,1,36,1,40
1,43,1,38,1,43
0,56,1,42,0,56
1,46,0,27,0,46
0,77,1,69,0,77
1,33,1,31,1,33
2,168,3,74,3,168
0,56,1,46,3,56
1,34,1,34,1,16
0,79,2,18,2,79
1,30,1,30,3,28
1,42,0,23,0,42
0,68,2,14,14,68
1,41,1,37,2,41
1,41,1,37,2,41
1,41,1,37,2,41
1,41,1,37,2,41
1,41,1,37,2,41
0,78,1,28,2,78
0,86,2,24,0,86
4,109,1,64,1,109
0,58,1,35,1,58
1,47,1,39,6,47
1,36,1,33,2,36
4,101,1,27,0,101
0,68,3,21,23,68
0,68,3,21,23,68
0,68,3,21,23,68
0,68,3,21,23,68
0,52,2,31,10,52
1,31,0,31,0,30
0,77,1,54,2,77
1,25,0,25,0,19
0,63,1,18,5,63
0,51,0,26,1,51
0,82,2,46,6,82
1,23,0,11,1,23
0,86,1,47,0,86
0,74,2,18,19,74
1,40,1,6,2,40
0,58,1,30,6,58
1,34,1,23,0,34
0,52,1,26,0,52
0,86,1,48,1,86
1,42,1,30,9,42
1,42,1,30,9,42
0,71,2,19,18,71
0,71,2,19,18,71
0,81,2,12,5,81
0,70,1,49,1,70
0,70,1,49,1,70
0,51,1,27,3,51
0,53,1,30,1,53
2,151,4,4,10,151
2,151,4,4,10,151
2,151,4,4,10,151
1,49,2,33,4,49
1,49,2,33,4,49
0,63,1,35,4,63
0,54,1,44,0,54
1,36,1,28,1,36
0,59,1,14,14,59
0,67,2,1,23,67
0,67,2,1,23,67
2,168,6,24,6,168
1,42,1,42,2,24
0,87,2,6,7,87
0,69,2,20,16,69
0,69,2,20,16,69
0,69,2,20,16,69
0,74,1,16,0,74
4,125,2,16,7,125
0,64,1,33,4,64
0,94,3,23,1,94
0,54,1,32,4,54
1,29,1,21,0,29
0,64,3,17,1,64
1,45,1,45,3,26
1,34,1,34,0,24
0,66,1,30,6,66
0,66,1,37,3,66
1,43,1,27,1,43
1,43,1,43,1,29
1,37,1,37,0,18
0,56,1,44,1,56
0,66,1,17,1,66
4,140,4,2,34,140
1,43,1,30,4,43
1,50,1,28,4,50
0,57,2,12,17,57
1,48,1,27,1,48
1,49,1,29,10,49
4,109,3,6,28,109
4,109,3,6,28,109
4,109,3,6,28,109
4,109,3,6,28,109
4,109,3,6,28,109
4,109,3,6,28,109
4,109,3,6,28,109
4,109,3,6,28,109
4,109,3,6,28,109
4,109,3,6,28,109
4,109,3,6,28,109
4,109,3,6,28,109
4,109,3,6,28,109
4,109,3,6,28,109
4,109,3,6,28,109
4,109,3,6,28,109
0,52,1,7,4,52
1,26,1,8,4,26
1,26,1,8,4,26
1,26,1,8,4,26
1,26,1,8,4,26
1,26,1,8,4,26
1,26,1,8,4,26
1,26,1,8,4,26
1,26,1,8,4,26
1,26,1,8,4,26
1,26,1,8,4,26
1,26,1,8,4,26
1,26,1,8,4,26
1,26,1,8,4,26
1,26,1,8,4,26
1,40,1,39,2,40
0,56,2,30,10,56
1,50,1,26,8,50
1,50,1,26,8,50
1,40,1,40,2,27
0,82,2,9,31,82
0,56,1,30,1,56
1,39,1,39,0,24
0,78,2,33,7,78
0,54,2,9,9,54
0,96,3,25,5,96
1,34,1,13,2,34
0,62,2,19,13,62
1,42,1,24,5,42
1,44,1,20,3,44
0,90,2,8,10,90
1,32,1,32,2,27
0,54,2,16,12,54
1,48,1,31,8,48
1,29,0,29,1,26
1,50,1,16,11,50
1,50,1,16,11,50
1,50,1,16,11,50
1,34,1,34,3,30
0,73,3,34,1,73
1,38,0,38,0,36
0,55,1,46,0,55
0,73,0,19,0,73
1,40,1,40,5,33
1,46,1,38,2,46
0,60,1,30,5,60
0,60,1,30,5,60
0,60,1,30,5,60
0,68,1,68,0,45
0,73,2,7,15,73
0,61,1,35,4,61
0,54,1,40,1,54
4,138,3,40,4,138
0,57,1,38,3,57
0,67,1,29,1,67
1,26,0,20,0,26
0,67,1,29,1,67
0,54,1,21,1,54
0,86,2,12,4,86
4,100,3,37,10,100
0,65,1,27,11,65
1,31,1,30,1,31
0,90,2,12,17,90
1,21,1,11,0,21
1,45,1,45,0,28
1,24,1,22,0,24
0,59,1,28,0,59
0,55,1,26,1,55
0,53,1,34,3,53
1,27,0,27,0,18
1,31,1,31,3,16
0,55,1,30,5,55
0,52,2,27,10,52
1,38,0,35,0,38
4,105,1,20,3,105
1,34,1,34,3,20
0,72,1,36,3,72
0,62,1,30,7,62
2,168,3,7,9,168
0,70,2,20,19,70
0,56,1,39,1,56
0,75,1,42,2,75
1,39,0,13,4,39
0,56,1,10,3,56
0,59,1,19,5,59
4,104,2,9,12,104
1,37,1,37,1,34
1,35,1,26,4,35
1,45,1,45,2,37
1,45,1,45,2,37
1,45,1,45,2,37
1,45,1,45,2,37
1,35,1,25,1,35
1,35,1,29,5,35
1,35,1,29,5,35
1,44,1,42,0,44
2,185,4,185,5,154
0,58,1,33,0,58
2,153,1,52,0,153
0,63,1,12,0,63
0,51,1,30,9,51
1,38,1,28,5,38
1,30,1,30,3,27
0,64,1,45,6,64
0,98,4,9,8,98
0,97,1,25,0,97
2,156,1,46,0,156
2,156,1,46,0,156
1,23,0,11,1,23
1,27,1,22,0,27
1,27,1,22,0,27
1,30,1,30,0,14
1,35,1,20,0,35
0,67,1,29,6,67
0,67,1,29,6,67
0,99,13,20,9,99
1,29,0,29,1,29
0,87,1,65,0,87
1,21,1,13,0,21
0,97,5,1,13,97
1,28,0,28,0,24
0,53,1,17,14,53
0,61,1,23,0,61
1,36,1,36,7,24
0,55,1,35,3,55
0,67,2,20,17,67
0,69,1,39,2,69
0,89,1,44,1,89
1,38,1,25,0,38
0,71,1,38,1,71
1,31,1,27,1,31
1,21,1,16,1,21
0,54,1,35,5,54
2,175,7,54,2,175
0,52,1,14,0,52
0,59,0,30,0,59
2,153,0,36,0,153
1,43,1,23,5,43
1,37,1,37,1,24
1,45,0,31,0,45
1,45,0,31,0,45
3,202,3,202,2,104
1,41,1,28,0,41
4,142,1,40,0,142
1,31,1,28,2,31
0,71,1,33,2,71
1,38,1,21,0,38
1,41,1,41,0,28
1,41,1,41,0,28
1,36,1,36,1,19
4,112,1,29,0,112
0,71,2,31,7,71
0,52,1,25,1,52
1,26,1,22,5,26
0,56,1,11,3,56
0,56,1,11,3,56
1,44,1,18,0,44
1,43,1,43,0,14
1,32,1,32,2,29
1,32,1,32,2,29
4,100,3,12,1,100
0,52,2,32,9,52
1,29,1,29,3,15
0,67,2,29,10,67
0,75,1,33,6,75
0,54,1,33,9,54
0,57,1,36,3,57
0,57,1,36,3,57
0,57,1,36,3,57
1,50,1,26,7,50
1,40,0,40,0,20
0,94,1,51,1,94
0,70,1,70,0,53
0,52,1,42,0,52
4,102,2,28,5,102
4,102,2,28,5,102
0,58,1,58,0,50
0,51,1,37,1,51
1,47,1,39,1,47
0,54,1,39,0,54
0,64,2,36,0,64
0,52,1,34,2,52
1,50,1,18,2,50
1,50,1,18,2,50
1,45,1,45,0,32
4,135,8,47,1,135
0,59,2,21,4,59
0,76,2,24,1,76
1,33,0,33,0,26
1,47,1,46,1,47
1,47,1,46,1,47
1,42,1,40,0,42
0,54,1,47,0,54
0,60,1,35,2,60
4,139,1,139,1,67
0,67,1,21,1,67
0,69,1,26,4,69
1,37,1,37,1,28
0,70,1,18,0,70
0,54,1,46,0,54
0,56,2,50,3,56
0,56,2,50,3,56
0,52,1,43,3,52
0,52,1,43,3,52
0,55,1,24,1,55
0,72,1,41,2,72
0,82,2,9,11,82
1,50,1,32,1,50
0,69,2,19,16,69
0,64,2,12,20,64
0,64,2,12,20,64
1,43,1,37,0,43
0,58,1,52,0,58
0,87,1,66,0,87
0,51,1,51,0,38
1,45,1,26,2,45
1,40,1,38,1,40
0,67,1,47,1,67
0,67,1,47,1,67
1,20,0,20,0,18
0,66,1,66,1,23
0,56,1,47,1,56
1,44,1,44,0,43
1,42,1,42,0,36
0,53,1,39,4,53
0,82,2,4,3,82
0,55,1,47,3,55
0,55,1,47,3,55
0,55,1,47,3,55
0,52,1,47,0,52
0,64,1,60,0,64
1,45,1,45,4,32
1,45,1,45,4,32
1,44,1,32,3,44
1,34,0,34,0,14
1,48,1,29,9,48
1,48,1,29,9,48
1,19,0,19,0,8
0,86,1,25,4,86
0,88,3,4,7,88
0,88,3,4,7,88
0,53,1,13,10,53
1,38,1,38,0,11
4,115,3,11,30,115
1,48,1,33,6,48
0,54,1,9,1,54
1,43,1,43,2,42
0,64,1,57,0,64
0,57,1,2,18,57
1,42,1,20,0,42
1,42,1,42,0,27
0,94,2,9,14,94
0,72,2,34,1,72
0,63,1,54,0,63
4,107,2,15,2,107
1,46,1,20,1,46
1,36,1,36,0,13
1,46,1,37,1,46
1,46,1,37,1,46
0,52,1,37,2,52
1,34,1,29,1,34
1,34,1,29,1,34
1,34,1,29,1,34
1,34,1,29,1,34
0,66,1,9,15,66
1,48,1,24,3,48
1,47,1,40,0,47
2,157,5,54,21,157
1,41,1,25,0,41
1,48,1,47,1,48
4,114,3,53,2,114
1,39,1,39,0,21
1,39,1,39,0,21
1,35,1,23,0,35
3,249,11,10,49,249
1,42,1,16,4,42
1,40,1,40,0,12
4,115,1,39,0,115
1,25,1,20,2,25
4,129,2,129,1,92
0,61,2,28,16,61
1,28,1,21,3,28
1,34,1,29,1,34
1,32,1,32,1,30
1,39,0,33,1,39
1,48,1,48,1,24
0,53,1,16,2,53
1,31,0,29,1,31
3,237,13,3,7,237
0,69,3,14,18,69
0,56,1,25,14,56
0,53,1,28,9,53
0,52,1,32,0,52
1,42,1,42,1,36
1,30,0,29,1,30
1,39,1,33,0,39
0,71,2,20,5,71
0,69,2,45,3,69
4,124,5,13,1,124
2,200,11,16,7,200
3,217,4,99,4,217
3,217,4,99,4,217
3,217,4,99,4,217
3,205,4,96,4,205
0,96,3,7,11,96
0,96,3,7,11,96
0,96,3,7,11,96
1,24,0,24,0,11
2,166,1,39,0,166
1,20,0,20,0,13
0,70,1,8,17,70
0,70,1,8,17,70
0,65,1,34,1,65
1,38,1,38,0,28
2,199,3,96,3,199
1,32,0,22,0,32
0,84,5,10,4,84
0,91,3,28,18,91
1,48,1,6,0,48
1,43,1,43,1,16
1,41,1,31,8,41
0,51,1,26,3,51
0,56,1,13,12,56
1,19,1,6,1,19
1,48,1,48,1,41
1,29,0,29,1,25
4,137,1,69,1,137
1,47,1,47,0,10
1,28,1,28,0,18
4,104,2,58,0,104
1,31,1,31,1,15
0,81,1,20,8,81
0,81,1,20,8,81
