AQI Category,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
4,123,4,3,41,123
0,54,1,40,4,54
0,74,4,39,2,74
0,90,1,24,0,90
0,91,2,4,9,91
1,36,1,36,0,10
0,57,1,25,5,57
1,41,2,30,9,41
1,45,1,26,5,45
4,104,2,22,6,104
1,41,1,30,5,41
1,28,1,28,4,22
1,28,1,28,4,22
1,28,1,28,4,22
1,28,1,28,4,22
1,28,1,28,4,22
0,62,1,62,1,47
4,126,0,15,0,126
4,122,4,12,2,122
0,61,1,61,3,59
1,45,1,33,3,45
4,114,4,4,33,114
4,114,4,4,33,114
4,116,3,5,13,116
1,45,1,24,0,45
1,45,1,24,0,45
0,64,1,40,1,64
0,63,1,32,4,63
0,63,1,32,4,63
4,133,1,23,2,133
1,38,1,16,1,38
0,56,1,40,4,56
0,64,1,44,0,64
1,42,1,33,0,42
1,42,1,33,0,42
1,37,1,36,0,37
0,66,1,38,1,66
1,12,0,11,0,12
0,53,1,35,0,53
0,88,2,9,16,88
1,44,1,22,6,44
1,34,1,34,3,18
0,71,2,17,19,71
0,71,2,33,5,71
1,50,2,6,8,50
0,74,1,74,1,67
1,43,1,41,1,43
1,26,1,4,0,26
4,102,1,39,0,102
0,81,1,25,2,81
1,25,0,7,1,25
1,49,1,30,3,49
0,98,3,30,9,98
1,50,1,16,2,50
0,81,1,29,0,81
1,47,1,17,0,47
1,36,1,36,0,28
1,28,1,28,2,20
2,159,3,156,1,159
1,24,0,23,0,24
1,50,1,35,0,50
1,36,1,36,0,21
1,48,1,36,0,48
0,66,1,29,3,66
1,50,1,30,2,50
1,30,0,10,1,30
1,36,1,36,3,13
1,36,1,36,3,13
0,72,1,26,3,72
1,31,1,17,0,31
0,51,1,19,7,51
1,38,2,38,0,33
0,57,1,35,2,57
0,52,1,31,2,52
1,48,1,43,1,48
0,70,1,38,2,70
1,45,1,24,5,45
0,78,3,16,20,78
0,78,3,16,20,78
0,61,1,29,5,61
1,26,1,25,5,26
1,26,1,25,5,26
0,57,1,24,3,57
2,174,3,174,1,167
2,174,3,174,1,167
0,80,1,22,7,80
0,68,2,26,5,68
0,71,2,28,5,71
0,87,3,1,26,87
0,87,3,1,26,87
1,42,1,27,4,42
1,42,1,27,4,42
1,26,1,26,1,16
1,32,1,32,0,17
0,54,1,32,7,54
0,55,1,36,3,55
0,54,1,32,6,54
0,54,1,35,4,54
1,44,1,33,0,44
0,71,2,18,17,71
0,52,1,1,4,52
0,56,1,23,14,56
0,83,2,55,0,83
1,34,1,19,7,34
1,33,1,33,1,30
1,48,0,9,14,48
1,48,0,9,14,48
1,48,0,9,14,48
1,48,0,9,14,48
1,48,0,9,14,48
0,53,2,12,8,53
1,42,1,42,0,33
0,68,1,41,2,68
1,50,1,16,1,50
0,80,2,13,6,80
0,64,2,4,5,64
0,57,1,15,1,57
0,71,1,37,2,71
1,46,1,32,3,46
1,39,0,31,0,39
1,46,0,21,0,46
0,88,2,16,26,88
4,109,2,21,12,109
1,50,1,32,2,50
0,68,2,25,11,68
0,51,2,38,7,51
0,51,2,38,7,51
1,40,1,40,0,23
1,32,0,27,2,32
0,56,1,34,0,56
1,40,1,40,0,40
2,174,4,173,2,174
2,174,4,173,2,174
2,174,4,173,2,174
2,174,4,173,2,174
2,174,4,173,2,174
0,62,1,21,1,62
1,29,0,21,0,29
0,66,1,39,0,66
1,39,2,37,4,39
0,54,1,23,8,54
0,66,1,23,5,66
0,63,1,24,5,63
1,29,0,19,0,29
1,27,2,17,0,27
1,34,0,34,0,13
1,30,1,21,0,30
1,42,0,26,0,42
0,51,1,23,1,51
1,40,1,11,1,40
0,79,2,60,0,79
0,59,1,38,0,59
2,162,6,5,18,162
0,56,2,31,3,56
0,73,3,11,0,73
1,46,1,8,2,46
1,14,0,14,0,14
4,142,2,10,9,142
1,48,1,33,0,48
1,36,1,36,1,24
1,32,1,32,2,27
0,85,2,24,2,85
2,150,3,136,1,150
2,167,3,148,1,167
4,143,3,143,1,104
1,26,0,18,1,26
0,63,1,32,4,63
1,30,1,29,3,30
1,35,1,35,1,28
1,45,1,36,0,45
1,49,1,33,2,49
1,34,0,34,1,14
0,62,1,15,12,62
1,34,1,21,5,34
1,34,1,21,5,34
1,50,0,20,1,50
1,50,0,20,1,50
0,72,2,27,7,72
2,156,4,156,1,156
1,45,1,12,2,45
2,188,1,56,1,188
0,53,1,24,0,53
1,18,0,15,0,18
0,76,2,35,0,76
0,84,2,45,0,84
0,65,1,23,3,65
0,61,1,36,3,61
0,62,1,36,2,62
1,36,1,12,0,36
4,131,3,66,11,131
1,44,1,40,0,44
1,30,0,30,2,21
0,63,1,35,3,63
0,56,1,36,2,56
0,58,1,35,3,58
1,46,1,35,1,46
2,168,4,6,16,168
0,61,1,27,5,61
1,39,1,24,6,39
0,98,3,19,2,98
0,90,5,27,2,90
0,73,2,19,19,73
0,73,2,19,19,73
0,73,2,19,19,73
0,73,2,19,19,73
1,44,1,39,2,44
1,31,1,31,0,18
1,34,1,34,0,18
0,83,1,45,0,83
0,67,1,29,6,67
1,37,1,37,1,35
1,32,1,32,0,18
0,70,2,15,13,70
0,54,1,35,1,54
0,67,2,15,18,67
0,69,2,29,5,69
0,60,1,28,4,60
1,37,1,37,0,31
0,53,1,37,2,53
1,31,1,31,0,23
1,50,1,28,0,50
0,59,1,38,0,59
1,50,1,18,7,50
1,41,1,27,6,41
1,34,1,23,7,34
1,24,0,24,0,16
1,32,1,32,1,12
1,15,0,15,1,15
0,56,1,36,5,56
0,70,2,20,10,70
0,70,2,20,10,70
0,56,1,29,5,56
0,68,1,38,4,68
1,29,1,29,0,19
1,36,1,34,1,36
0,77,1,46,0,77
1,41,1,41,1,24
4,119,1,60,0,119
0,51,2,41,6,51
0,53,1,34,5,53
1,36,1,18,0,36
1,36,1,18,0,36
1,36,1,18,0,36
0,70,3,7,4,70
0,70,3,7,4,70
0,92,2,3,3,92
1,39,1,39,0,29
0,62,1,25,12,62
0,66,2,21,15,66
0,66,2,21,15,66
0,59,1,40,1,59
1,40,1,40,0,29
1,16,1,6,0,16
1,16,1,6,0,16
0,69,1,38,2,69
0,67,1,31,2,67
1,42,1,42,0,42
4,102,2,18,11,102
0,60,1,26,6,60
0,58,1,37,3,58
0,58,1,37,3,58
1,41,1,35,4,41
1,21,1,21,0,12
0,51,1,35,2,51
0,82,3,18,0,82
1,45,1,23,2,45
1,43,1,18,0,43
0,60,1,16,11,60
1,39,1,17,0,39
1,23,1,15,0,23
1,43,1,21,0,43
0,68,1,21,1,68
1,49,1,25,0,49
1,26,1,5,0,26
0,65,2,19,0,65
0,58,1,27,6,58
0,58,1,27,6,58
0,58,1,27,6,58
0,58,1,27,6,58
0,58,1,27,6,58
0,58,1,27,6,58
0,58,1,27,6,58
0,58,1,27,6,58
2,151,4,102,2,151
0,58,1,12,0,58
1,37,0,17,0,37
4,111,1,20,0,111
0,76,2,25,1,76
1,33,1,33,0,14
0,57,1,32,0,57
0,57,1,32,0,57
0,65,2,41,4,65
0,65,2,41,4,65
1,49,1,32,1,49
1,33,1,33,0,11
0,64,1,36,0,64
0,70,2,17,22,70
0,55,1,37,5,55
0,90,2,14,26,90
0,88,3,10,28,88
0,88,3,10,28,88
4,138,4,3,33,138
0,54,1,29,5,54
1,36,1,35,0,36
1,34,1,22,10,34
1,43,1,0,8,43
0,78,1,46,0,78
0,53,1,16,2,53
4,110,2,17,7,110
4,110,2,17,7,110
4,110,2,17,7,110
4,110,2,17,7,110
4,110,2,17,7,110
4,110,2,17,7,110
4,110,2,17,7,110
1,18,1,9,2,18
1,37,1,24,6,37
1,46,1,33,5,46
1,13,0,13,1,13
1,13,0,13,1,13
0,88,2,33,12,88
0,88,2,33,12,88
0,88,2,33,12,88
1,18,0,18,0,11
0,69,1,45,2,69
0,81,1,24,7,81
1,46,1,26,2,46
4,121,3,13,19,121
1,41,1,41,0,30
0,96,0,40,0,96
0,96,0,40,0,96
0,96,0,40,0,96
1,41,1,41,0,23
0,54,1,43,1,54
1,38,1,38,0,18
0,61,1,44,1,61
0,71,1,71,1,14
0,59,1,47,5,59
0,52,1,52,1,43
1,50,1,34,2,50
0,56,1,46,0,56
0,62,1,62,1,47
0,54,1,18,2,54
0,51,1,49,1,51
0,87,2,12,5,87
0,80,1,25,6,80
0,86,1,62,0,86
1,35,1,35,0,24
0,67,1,67,0,52
1,47,1,32,4,47
1,36,1,23,4,36
0,58,1,29,2,58
0,52,1,2,2,52
0,64,1,46,1,64
0,51,1,31,6,51
0,75,3,7,16,75
0,59,1,22,8,59
0,62,1,41,3,62
1,45,1,45,0,30
0,55,1,24,3,55
1,31,1,31,0,22
1,29,1,27,5,29
0,92,2,7,14,92
0,79,1,37,1,79
1,31,1,31,3,26
1,31,1,31,3,26
1,36,1,36,0,36
0,62,2,24,1,62
1,35,0,19,0,35
0,63,1,16,0,63
1,34,1,34,0,16
3,201,10,48,8,201
1,19,1,19,0,18
0,56,1,48,2,56
0,56,1,48,2,56
1,50,2,33,4,50
2,165,3,165,1,162
0,64,1,37,2,64
0,65,1,41,3,65
0,65,2,16,0,65
2,171,4,168,1,171
4,101,2,54,1,101
1,25,0,13,0,25
1,35,1,35,2,35
0,93,1,34,5,93
0,64,1,40,1,64
0,98,3,1,9,98
0,98,3,1,9,98
1,38,0,13,2,38
0,65,1,17,13,65
0,57,2,6,4,57
1,48,0,28,0,48
1,49,1,10,3,49
0,63,1,18,7,63
0,66,1,35,1,66
0,55,2,20,15,55
0,55,2,20,15,55
0,55,2,20,15,55
0,55,2,20,15,55
0,65,1,29,2,65
1,35,1,35,1,25
1,41,1,41,1,28
0,58,2,17,20,58
0,58,1,12,1,58
1,34,1,9,1,34
4,121,2,49,2,121
1,32,1,25,4,32
1,38,1,38,0,11
1,38,1,38,0,11
1,39,1,24,9,39
1,39,1,24,9,39
1,39,1,24,9,39
1,38,1,38,0,36
0,65,2,3,7,65
0,74,3,34,16,74
0,77,2,7,7,77
0,98,2,9,16,98
0,66,2,10,8,66
0,51,1,21,4,51
2,153,4,4,20,153
2,153,4,4,20,153
1,35,0,33,1,35
0,51,1,12,0,51
1,33,1,29,3,33
0,53,2,35,1,53
0,75,1,48,4,75
1,45,1,28,3,45
0,60,2,15,1,60
1,37,1,37,1,16
0,88,1,23,4,88
0,88,1,23,4,88
0,88,1,23,4,88
0,88,1,23,4,88
0,88,1,23,4,88
0,88,1,23,4,88
1,45,1,19,5,45
1,45,1,19,5,45
1,45,1,19,5,45
1,30,1,30,0,9
0,71,2,16,0,71
0,93,3,69,0,93
0,93,3,69,0,93
4,101,3,22,1,101
0,53,0,35,2,53
0,65,1,23,4,65
1,40,1,29,3,40
0,52,1,13,3,52
0,52,1,13,3,52
0,71,1,22,3,71
1,38,0,32,2,38
1,26,1,12,0,26
0,79,1,48,0,79
1,31,0,30,6,31
1,33,1,29,5,33
1,50,1,37,4,50
0,51,2,23,13,51
1,46,1,37,0,46
0,61,1,18,7,61
0,64,1,49,1,64
4,102,2,10,13,102
0,65,1,23,1,65
1,31,1,10,1,31
1,17,0,14,0,17
0,54,1,23,0,54
0,61,2,13,3,61
1,50,2,4,6,50
0,64,2,15,13,64
0,64,2,15,13,64
0,64,2,15,13,64
0,64,2,15,13,64
0,51,1,31,3,51
0,57,2,24,12,57
1,31,0,27,2,31
0,69,1,22,5,69
0,58,2,22,13,58
1,32,1,10,0,32
2,156,7,14,4,156
1,29,1,29,3,21
1,39,1,25,3,39
1,29,0,29,3,25
0,62,1,10,4,62
1,50,1,29,3,50
1,50,1,29,3,50
1,50,1,29,3,50
1,35,1,11,0,35
1,37,0,37,0,30
1,46,1,29,2,46
1,46,1,29,2,46
1,49,1,11,3,49
1,31,1,23,1,31
1,31,1,23,1,31
0,60,0,24,0,60
4,114,3,15,7,114
0,56,1,10,21,56
2,196,13,6,13,196
0,63,1,31,1,63
0,76,1,20,1,76
4,114,3,11,3,114
0,64,2,15,6,64
1,35,1,23,4,35
0,55,1,27,9,55
1,43,1,40,3,43
1,32,1,32,1,10
0,74,2,15,18,74
1,20,0,16,0,20
1,39,1,35,3,39
1,28,0,18,0,28
1,49,1,49,0,25
0,57,1,30,3,57
0,81,1,21,4,81
0,81,1,21,4,81
2,152,1,37,0,152
0,54,1,30,6,54
1,36,0,33,1,36
1,44,1,44,4,38
0,52,1,14,12,52
0,55,1,18,5,55
1,33,0,33,1,26
0,58,1,31,2,58
0,58,1,31,2,58
0,67,1,37,3,67
1,35,1,35,0,28
1,37,1,37,0,20
0,52,0,26,0,52
2,195,1,45,0,195
4,103,1,27,2,103
0,64,2,18,0,64
1,48,1,11,3,48
3,224,2,85,1,224
3,224,2,85,1,224
1,38,1,38,2,15
1,38,1,38,2,15
1,38,1,38,2,15
1,30,1,30,2,26
0,51,1,26,3,51
1,29,1,29,5,27
1,29,1,29,5,27
4,118,1,95,1,118
4,118,1,95,1,118
1,39,2,36,6,39
1,28,1,22,0,28
0,69,1,39,1,69
4,115,3,14,12,115
1,16,1,12,0,16
0,60,1,31,3,60
1,43,2,43,4,41
0,57,2,12,7,57
0,57,2,12,7,57
0,57,2,12,7,57
0,57,2,12,7,57
0,57,2,12,7,57
0,57,2,12,7,57
0,57,2,12,7,57
0,66,1,31,3,66
4,120,4,12,35,120
1,39,1,29,3,39
1,25,0,3,2,25
1,50,1,28,3,50
1,31,0,30,3,31
1,31,0,30,3,31
0,90,1,15,0,90
0,53,1,34,0,53
2,152,0,31,0,152
3,242,1,73,1,242
0,53,1,18,9,53
0,68,1,39,0,68
0,54,1,36,2,54
1,43,1,7,3,43
1,24,0,24,0,9
1,31,0,31,1,28
0,75,2,19,9,75
2,176,3,176,1,107
5,305,1,48,1,280
5,305,1,48,1,280
5,305,1,48,1,280
1,41,1,41,0,24
1,29,1,29,0,19
4,101,1,36,4,101
4,101,1,36,4,101
0,54,1,32,5,54
0,51,1,19,4,51
0,69,2,8,15,69
0,69,2,8,15,69
0,69,2,8,15,69
1,32,0,28,1,32
2,190,1,38,0,190
0,52,1,25,1,52
1,35,0,34,0,35
4,135,1,48,0,135
1,34,1,24,7,34
2,200,5,200,6,151
4,141,1,32,1,141
1,46,1,36,3,46
2,188,1,64,2,188
0,53,1,9,2,53
0,82,3,10,22,82
0,74,2,15,21,74
1,35,0,35,2,31
1,30,1,26,5,30
1,40,1,40,2,18
1,30,1,30,0,13
1,36,1,34,0,36
1,42,1,42,0,15
1,29,1,27,6,29
1,29,1,27,6,29
1,29,1,27,6,29
1,29,1,27,6,29
1,29,1,27,6,29
1,29,1,27,6,29
1,29,1,27,6,29
0,70,1,13,18,70
0,70,1,13,18,70
0,70,1,13,18,70
0,70,1,13,18,70
0,70,1,13,18,70
0,70,1,13,18,70
0,70,1,13,18,70
0,70,1,13,18,70
1,46,1,24,2,46
1,46,1,46,0,35
1,49,1,49,3,28
1,42,1,25,4,42
1,36,0,36,0,33
0,51,1,24,5,51
1,50,1,23,5,50
3,202,8,202,12,180
0,54,1,44,0,54
1,25,1,25,3,25
1,50,1,31,7,50
1,50,1,31,7,50
0,63,1,30,11,63
1,33,0,18,0,33
1,45,1,25,3,45
1,24,0,14,0,24
1,24,0,14,0,24
0,69,0,23,0,69
0,81,1,81,1,37
1,21,0,18,0,21
0,60,1,28,0,60
5,500,1,33,0,412
1,36,1,36,0,24
1,30,1,26,2,30
1,39,1,18,4,39
0,60,1,24,1,60
0,61,1,19,0,61
0,64,1,26,13,64
1,14,1,9,0,14
0,88,1,34,3,88
1,48,1,15,10,48
1,29,0,29,2,27
0,54,1,28,9,54
1,47,1,43,4,47
1,38,1,29,1,38
1,22,0,22,0,13
1,29,0,29,1,22
1,36,1,25,4,36
1,47,1,47,0,22
0,52,1,34,4,52
0,99,3,11,0,99
1,30,0,30,1,26
1,30,0,30,1,26
0,55,1,14,11,55
0,55,1,14,11,55
0,65,1,22,0,65
0,57,1,35,1,57
0,70,2,27,5,70
0,79,1,38,2,79
1,21,0,21,0,15
1,33,1,28,3,33
2,156,5,1,12,156
4,127,4,4,37,127
4,140,2,140,2,81
0,56,2,19,13,56
1,46,1,26,3,46
0,69,1,58,2,69
1,35,0,29,1,35
0,71,2,0,6,71
2,184,7,147,18,184
4,131,1,27,1,131
1,23,1,23,3,17
1,23,1,23,3,17
0,57,1,33,1,57
0,51,1,32,5,51
1,28,1,28,2,28
2,172,3,121,1,172
2,172,3,121,1,172
2,172,3,121,1,172
2,172,3,121,1,172
0,95,3,18,2,95
0,51,1,12,8,51
1,26,0,26,0,21
1,37,0,17,0,37
1,41,1,41,0,25
1,27,1,27,1,24
1,30,0,29,1,30
1,32,1,25,3,32
1,37,1,37,2,29
1,29,0,28,1,29
0,61,2,24,6,61
0,64,1,64,2,34
1,47,1,43,3,47
0,51,1,18,6,51
0,71,1,30,0,71
1,39,1,39,0,11
0,53,1,53,0,22
1,50,1,50,1,21
1,32,0,28,1,32
1,33,1,12,0,33
0,54,0,29,0,54
1,31,1,31,2,4
1,33,0,26,2,33
0,53,1,32,1,53
0,75,1,40,0,75
1,49,1,49,0,16
1,35,1,35,2,33
0,98,1,46,4,98
1,47,1,41,1,47
1,30,1,29,1,30
2,150,2,6,14,150
2,150,2,6,14,150
2,150,2,6,14,150
1,31,1,31,1,29
1,31,1,7,2,31
0,55,1,5,5,55
1,27,1,14,1,27
0,65,3,16,0,65
2,169,5,169,11,154
1,45,1,40,0,45
0,61,2,20,12,61
1,49,1,49,1,18
0,60,0,28,0,60
1,40,1,40,0,30
1,31,1,27,2,31
0,61,2,16,15,61
0,61,2,16,15,61
2,193,4,172,1,193
1,47,1,27,0,47
1,49,1,4,3,49
1,41,1,41,0,30
1,33,1,33,2,25
0,52,1,46,3,52
0,93,3,1,5,93
0,93,3,1,5,93
1,50,1,22,10,50
1,50,1,22,10,50
0,75,1,19,8,75
0,87,1,18,3,87
5,500,1,41,1,467
1,47,1,47,1,39
1,30,1,16,0,30
0,55,2,4,7,55
1,41,1,41,2,15
2,189,1,46,0,189
1,50,1,29,0,50
0,61,1,38,0,61
0,80,1,16,0,80
0,65,0,32,1,65
1,24,0,12,0,24
2,155,4,12,11,155
2,175,3,104,3,175
1,25,0,22,0,25
1,38,1,38,1,34
0,75,1,75,0,69
1,38,1,9,1,38
0,68,1,30,1,68
1,36,1,36,1,24
0,87,1,35,2,87
0,92,2,16,4,92
1,25,0,20,0,25
1,46,1,5,1,46
1,50,2,38,7,50
1,41,1,41,1,17
1,34,1,34,0,9
0,52,1,29,0,52
0,62,1,15,12,62
4,124,1,19,2,124
4,124,1,19,2,124
1,50,1,31,0,50
1,49,3,10,0,49
1,50,1,10,2,50
0,62,2,32,8,62
0,58,1,41,2,58
0,60,2,40,4,60
1,12,1,1,0,12
1,12,1,1,0,12
1,26,1,24,4,26
1,35,0,35,1,28
1,42,1,17,6,42
4,123,1,41,0,123
1,31,1,31,0,30
0,64,1,22,10,64
0,76,2,28,11,76
4,145,4,8,21,145
2,162,5,19,33,162
0,53,1,38,3,53
0,58,1,56,2,58
0,72,2,26,7,72
0,60,2,28,6,60
0,52,1,8,15,52
1,35,1,35,2,32
0,88,1,37,2,88
0,85,1,41,3,85
4,119,3,14,2,119
4,119,3,14,2,119
4,119,3,14,2,119
1,37,1,37,0,31
0,73,1,27,2,73
1,36,1,36,1,21
0,99,1,19,2,99
0,99,1,19,2,99
1,42,1,31,3,42
1,38,1,38,0,34
0,63,1,42,2,63
0,63,1,48,0,63
2,153,1,20,0,153
0,75,1,38,1,75
1,37,1,27,0,37
0,65,1,24,4,65
0,68,1,48,0,68
0,68,1,48,0,68
1,41,1,27,5,41
1,35,1,35,1,24
0,64,2,15,0,64
0,63,2,16,0,63
4,104,1,41,0,104
0,64,1,41,2,64
1,33,1,33,0,23
0,67,1,48,5,67
1,36,1,17,6,36
0,60,1,35,3,60
1,35,0,35,1,22
1,30,1,30,2,16
0,62,1,33,4,62
0,62,1,33,4,62
0,53,1,27,6,53
4,100,2,20,9,100
1,28,1,28,3,16
0,75,1,33,6,75
0,53,1,34,4,53
1,49,1,40,0,49
1,37,1,31,0,37
1,38,1,38,0,13
1,31,1,19,1,31
0,53,2,35,5,53
0,63,1,37,0,63
0,66,1,19,0,66
1,49,1,35,0,49
0,61,2,26,7,61
4,117,3,8,32,117
1,50,1,41,3,50
1,40,1,33,2,40
0,53,0,22,0,53
1,30,0,30,2,16
4,133,2,122,3,133
1,40,1,20,5,40
1,37,1,30,5,37
1,42,1,21,7,42
0,51,1,34,2,51
0,69,2,11,18,69
0,69,2,11,18,69
0,69,2,11,18,69
0,69,2,11,18,69
1,39,1,39,1,18
1,49,1,31,3,49
1,26,1,26,5,18
1,29,1,29,3,29
4,142,2,142,3,80
1,19,1,2,2,19
1,26,0,26,0,17
1,37,1,19,2,37
0,66,2,66,6,60
1,32,1,32,1,29
4,125,4,85,6,125
0,65,2,65,1,60
0,65,2,65,1,60
0,53,0,22,0,53
0,76,2,76,1,59
4,130,2,16,6,130
4,130,2,16,6,130
1,42,1,35,0,42
1,35,1,35,0,13
1,37,1,33,2,37
1,50,1,26,9,50
0,64,1,25,0,64
1,37,1,37,3,18
0,53,1,37,1,53
1,35,1,35,0,33
0,53,1,37,4,53
0,64,1,35,4,64
0,53,2,25,12,53
0,59,1,30,1,59
4,111,3,7,33,111
2,157,3,157,3,125
1,28,1,28,3,17
1,50,2,32,8,50
1,26,1,16,0,26
1,38,1,35,3,38
1,38,1,10,3,38
1,32,0,32,1,14
1,31,0,17,2,31
1,50,1,26,5,50
4,103,3,93,1,103
1,49,1,19,2,49
4,108,3,0,6,108
1,35,1,30,6,35
1,41,1,28,0,41
0,60,1,36,2,60
0,94,1,49,1,94
1,32,1,26,5,32
1,48,2,16,0,48
0,56,2,56,0,44
0,65,2,19,15,65
1,32,1,27,0,32
0,59,1,25,4,59
0,59,1,25,4,59
1,33,0,33,1,19
4,100,2,20,9,100
0,58,1,21,0,58
0,63,2,21,4,63
0,51,1,32,1,51
0,74,1,45,7,74
1,39,0,26,0,39
4,128,3,128,2,116
0,74,2,15,18,74
2,183,9,26,31,183
1,37,1,37,1,18
1,45,1,42,1,45
0,58,1,24,6,58
0,55,1,36,2,55
1,31,1,29,3,31
1,40,1,30,0,40
0,59,1,19,0,59
1,33,1,33,0,6
1,47,1,37,1,47
1,45,1,11,2,45
4,118,1,42,1,118
0,56,1,35,1,56
1,50,1,35,0,50
0,69,1,49,2,69
1,45,1,18,5,45
1,37,1,37,1,11
1,35,1,31,5,35
4,144,1,36,1,144
1,43,1,40,0,43
0,60,2,30,7,60
0,60,2,30,7,60
2,155,1,31,0,155
1,38,0,14,0,38
0,52,1,41,3,52
0,52,1,41,3,52
1,21,0,12,1,21
0,69,2,8,19,69
0,56,1,26,0,56
0,56,1,26,0,56
0,67,1,60,0,67
0,54,1,21,0,54
1,35,1,33,1,35
1,23,0,23,0,19
1,41,1,41,0,21
0,52,1,20,2,52
0,63,1,63,0,60
1,38,1,37,0,38
1,43,1,43,1,42
4,129,0,29,0,129
2,160,5,33,12,160
1,41,1,40,0,41
1,41,1,40,0,41
0,70,1,35,5,70
1,41,1,33,2,41
1,41,1,33,2,41
1,41,1,33,2,41
1,41,1,33,2,41
4,125,3,10,23,125
4,126,1,33,0,126
1,38,1,38,0,32
0,80,1,26,0,80
0,55,1,46,0,55
4,104,2,35,13,104
2,163,3,72,2,163
0,58,1,33,4,58
1,45,1,26,0,45
1,45,1,45,0,26
4,110,0,28,0,110
1,9,0,9,0,8
1,29,0,20,0,29
1,36,1,36,0,32
0,72,3,6,18,72
0,52,1,5,0,52
0,65,1,65,0,59
0,53,1,44,0,53
0,64,1,42,0,64
1,29,1,25,0,29
0,58,1,32,3,58
0,82,1,50,0,82
0,56,1,52,0,56
2,158,4,53,4,158
1,36,1,36,0,4
0,90,1,21,0,90
0,52,1,41,2,52
0,52,1,41,2,52
1,24,0,24,0,18
0,97,1,43,0,97
2,173,4,76,8,173
0,79,2,45,0,79
1,27,0,26,0,27
1,43,1,34,3,43
0,56,1,18,0,56
1,37,1,28,2,37
0,65,1,60,0,65
1,46,1,46,0,30
0,57,2,23,5,57
1,49,1,14,5,49
1,46,1,27,0,46
0,69,1,26,3,69
4,114,1,38,0,114
1,40,1,5,1,40
1,50,0,12,0,50
1,45,1,35,2,45
1,45,1,35,2,45
1,47,1,27,1,47
0,52,1,20,0,52
1,50,1,39,0,50
1,38,1,38,0,3
0,58,1,31,2,58
0,56,1,21,6,56
2,174,5,167,4,174
0,56,1,12,4,56
0,66,1,37,2,66
0,57,1,23,2,57
1,30,1,30,2,22
4,104,3,0,13,104
0,57,1,31,1,57
2,182,10,16,14,182
1,33,1,31,7,33
4,134,4,11,13,134
0,51,1,25,7,51
0,93,3,13,39,93
0,82,2,13,9,82
0,61,1,19,7,61
1,31,1,14,1,31
0,91,1,63,1,91
0,87,1,27,3,87
0,58,2,18,17,58
1,42,1,41,2,42
1,34,0,26,0,34
1,35,1,9,3,35
0,68,1,18,1,68
0,55,2,1,2,55
1,36,1,12,0,36
0,70,1,6,5,70
0,83,2,5,23,83
0,78,2,4,16,78
4,104,1,34,5,104
1,47,1,33,0,47
0,51,1,31,1,51
1,35,0,31,1,35
0,66,1,30,1,66
1,37,1,31,0,37
4,105,1,37,4,105
0,86,1,24,0,86
0,71,2,13,24,71
0,62,2,24,19,62
1,30,1,27,5,30
1,30,1,27,5,30
1,30,1,27,5,30
4,134,3,4,15,134
1,36,0,33,1,36
1,41,1,17,3,41
1,14,0,12,1,14
1,44,1,34,4,44
0,69,1,38,0,69
1,39,2,7,0,39
1,36,1,36,0,36
1,32,1,7,2,32
1,43,1,43,1,18
1,31,1,13,1,31
1,12,1,12,0,8
5,321,5,6,21,321
4,101,1,28,0,101
1,38,1,10,1,38
1,38,1,10,1,38
1,42,1,27,3,42
0,81,1,16,0,81
1,27,0,27,0,26
1,23,0,23,0,13
2,192,2,137,1,192
2,173,1,61,2,173
1,44,1,44,1,16
0,64,2,27,0,64
0,55,1,28,3,55
1,45,1,45,1,33
1,38,2,15,2,38
1,40,1,40,0,17
0,62,2,20,1,62
0,66,0,25,0,66
1,35,1,27,1,35
1,37,1,29,4,37
0,57,1,57,0,37
0,57,2,32,0,57
0,88,3,1,10,88
1,16,0,12,0,16
0,66,1,45,0,66
1,28,1,28,2,28
1,28,1,28,1,28
1,48,1,39,1,48
1,31,1,31,0,27
0,55,1,21,3,55
2,150,5,0,10,150
1,37,1,32,3,37
1,27,1,27,2,27
1,32,0,22,0,32
1,45,1,45,1,34
0,53,1,40,0,53
1,44,0,21,0,44
0,82,1,33,0,82
0,95,1,25,2,95
1,35,0,34,1,35
1,38,1,20,1,38
0,73,2,7,6,73
4,111,4,29,1,111
1,25,0,14,1,25
0,53,1,29,8,53
0,87,3,1,8,87
1,42,1,21,5,42
1,50,1,40,4,50
0,55,1,16,15,55
0,60,3,24,0,60
0,60,3,24,0,60
0,79,1,32,4,79
1,28,1,28,0,27
0,75,3,7,19,75
0,75,3,7,19,75
0,70,1,32,9,70
0,70,1,32,9,70
0,54,2,25,8,54
1,32,1,20,6,32
1,45,1,34,5,45
1,37,1,26,2,37
1,31,1,31,2,18
1,50,1,13,7,50
1,38,1,24,3,38
1,47,1,11,0,47
0,73,1,42,0,73
1,28,1,22,5,28
1,48,1,48,1,45
0,52,1,29,7,52
0,59,1,37,3,59
0,70,1,39,0,70
0,65,2,15,4,65
0,73,2,13,19,73
1,35,1,11,2,35
1,26,1,26,2,23
1,36,1,19,9,36
1,40,0,34,0,40
1,48,1,26,3,48
0,74,3,31,0,74
0,54,1,30,1,54
5,500,1,50,3,437
1,30,0,25,2,30
0,54,1,31,5,54
4,135,1,28,3,135
0,84,2,25,10,84
